merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,merchant_status,declared_avg_ticket_size_inr
MCH8145,Dhi110n LLC,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-10-12 00:00:00,ACTIVE,180.43
MCH8146,Bath-Purohit,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Delhi,Delhi,2025-04-28 17:40:46,ACTIVE,5566.64
MCH8148,Sehgal-Banik,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-01-27 00:00:00,ACTIVE,406.0
MCH8149,"Chandran, Mander and Parmar",5812.0,FOOD & DINING,PARTNERSHIP,Kolkata,West Bengal,,ACTIVE,1378.0
MCH8150,Hegde-Doctor,5912.0,PHARMACY,PARTNERSHIP,Pune,Maharashtra,2023-11-02 00:00:00,ACTIVE,1430.0
MCH8151,Dalal PLC,5699.0,APPAREL,INDIVIDUAL,Jalandhar,Punjab,2024-08-01 20:15:56,ACTIVE,1200.0
MCH8152,chaudhari plc,5912.0,PHARMACY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-07-24 20:56:00,ACTIVE,1648.01
MCH8154,  Yohannan PLC  ,,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-06-26 00:00:00,SUSPENDED,998.6
MCH8157,"mahal, srinivas and vasa",,PHARMACY,SOLE_PROPRIETOR,Delhi,Delhi,2024-10-09 09:16:57,INACTIVE,1033.09
MCH8159,Grover-Barad,5411.0,GROCERY STORES,PARTNERSHIP,Chennai,Tamil Nadu,2024-12-18 00:00:00,SUSPENDED,768.97
MCH8160,Amble and Sons,5699.0,APPAREL,INDIVIDUAL,Jpr,Rajasthan,2023-05-18 00:00:00,ACTIVE,5769.95
MCH8163,"Sama, Pant and Tara",,BOOKS & STATIONERY,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2025-06-13 00:00:00,ACTIVE,-1638.28
MCH8164,"Devan, Basu and Buch",5812.0,FOOD & DINING,PRIVATE_LIMITED,Delhi,Delhi,2023-04-26 00:00:00,ACTIVE,3036.35
MCH8165,"Sandhu, Saran and Dhar",5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-04-09 00:00:00,INACTIVE,1269.15
MCH8169,"Kapur, Prashad and Srinivasan",5999.0,OTHER,INDIVIDUAL,Jaipur,Rajasthan,2024-11-03 00:00:00,ACTIVE,1294.0
MCH8170,"Dyal, Chadha and Shenoy",4814.0,TELECOM,PARTNERSHIP,Hyderabad,Telangana,2024-12-15 00:00:00,ACTIVE,589.07
MCH8174,"banerjee, brahmbhatt and dave",7011.0,HOTEL & LODGING,INDIVIDUAL,Jaipur,Rajasthan,2024-09-09 00:00:00,ACTIVE,
MCH8176,Bala PLC,5311.0,DEPARTMENT STORE,SOLE_PROPRIETOR,Hyderabad,Telangana,,ACTIVE,3488.0
MCH8177,Soman Inc,5812.0,FOOD & DINING,PRIVATE_LIMITED,Kolkata,West Bengal,2024-04-03 04:33:00,ACTIVE,2423.6
MCH8181,Mall-Chatterjee,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Amritsar,Punjab,,ACTIVE,-1624.73
MCH8187,"Chada, Mammen and Lanka",413.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Ludhiana,Punjab,2025-06-03 00:00:00,ACTIVE,671.0
MCH8188,"ram, krish and pai",5999.0,RETAIL OTHER,PARTNERSHIP,Lucknow,Uttar Pradesh,2025-02-16 00:00:00,INACTIVE,734.28
MCH8189,BAJAJ-SURA,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Delhi,Delhi,2023-01-31 11:30:49,ACTIVE,1010.26
MCH8192,"oza, sant and loke",5411.0,GROCERY STORES,PRIVATE_LIMITED,Kolkata,West Bengal,2024-11-05 00:46:00,INACTIVE,408.0
MCH8197,Virk-Venkataraman,5912.0,PHARMACY,SOLE_PROPRIETOR,Kolkata,West Bengal,2024-01-03 00:00:00,ACTIVE,964.03
MCH8198,Buch-Sengupta,5311.0,DEPARTMENT STORES,INDIVIDUAL,Kolkata,West Bengal,2023-01-18 00:00:00,INACTIVE,2004.67
MCH8200,Rai-Bhargava,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Amritsar,Punjab,2023-07-19 00:00:00,ACTIVE,-443.44
MCH8203,lad-suresh,,OTHER,PARTNERSHIP,Ludhiana,Punjab,2024-10-16 00:00:00,ACTIVE,937.0
MCH8204,Bumb-Bansal,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Jalandhar,Punjab,2025-10-13 17:19:27,ACTIVE,1083.04
MCH8208,TAK-SHANKAR,7011.0,HOTEL & LODGING,INDIVIDUAL,Mumbai,Maharashtra,2024-03-18 07:08:51,ACTIVE,1309.39
MCH8209,"Cheema, Bansal and Comar",5699.0,APPAREL,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-12-27 00:00:00,ACTIVE,6788.0
MCH8210,"Dave, Bath and Cherian",4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Hyderabad,Telangana,2025-10-04 00:00:00,ACTIVE,3204.47
MCH8211,parekh-atwal,5411.0,GROCERY,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-05-22 00:00:00,ACTIVE,
MCH8212,Taneja Ltd,531.0,DEPARTMENT STORE,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-07-03 00:00:00,INACTIVE,2159.07
MCH8215,"Brar, Ramesh and Kaul",5411.0,GROCERY STORES,PARTNERSHIP,Chennai,Tamil Nadu,2023-05-23 00:00:00,INACTIVE,1544.34
MCH8219,Devi Group,4814.0,TELECOM,INDIVIDUAL,Ludhiana,Punjab,2023-01-06 05:16:57,ACTIVE,1980.0
MCH8220,sarkar plc,5411.0,GROCERY,PRIVATE_LIMITED,Pune,Maharashtra,2024-06-11 00:00:00,ACTIVE,142.34
MCH8221,Kala-Bajaj,5942.0,BOOK STORE,SOLE_PROPRIETOR,Bengaluru,Karnataka,,INACTIVE,1133.63
MCH8225,Bedi-Date,,OTHER,PRIVATE_LIMITED,Pune,Maharashtra,2024-02-28 00:00:00,ACTIVE,2289.3
MCH8226,Das-Subramanian,5999.0,OTHER,PARTNERSHIP,Jaipur,Rajasthan,2024-03-26 00:00:00,ACTIVE,789.74
MCH8233,Patel Ltd,5411.0,GROCERY,PARTNERSHIP,Jalandhar,Punjab,2024-12-28 17:57:00,ACTIVE,1942.94
MCH8235,Konda-Pillai,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-08-29 19:03:00,ACTIVE,-921.33
MCH8238,"Lala, Seth and Tak",5699.0,CLOTHING,PARTNERSHIP,Jpr,Rajasthan,2024-07-22 00:00:00,ACTIVE,952.06
MCH8239,"Brahmbhatt, 0ak and Dhar",5411.0,GROCERY,PARTNERSHIP,Jaipur,Rajasthan,2025-05-19 21:53:30,ACTIVE,266.0
MCH8240,Sur LLC,5912.0,PHARMACY,PARTNERSHIP,Lucknow,Uttar Pradesh,2025-08-10 00:00:00,ACTIVE,1777.69
MCH8241,Bhasin and Sons,5999.0,RETAIL OTHER,PRIVATE_LIMITED,Jaipur,Rajasthan,2025-07-28 07:43:00,ACTIVE,509.62
MCH8242,Choudhary-Pall,701.0,HOTEL & LODGING,PRIVATE_LIMITED,Ludhiana,Punjab,2023-06-27 07:50:14,ACTIVE,607.04
MCH8245,"Dhillon, Saran and Kalita",7011.0,HOTEL & LODGING,PARTNERSHIP,Ludhiana,Punjab,2025-09-06 00:00:00,ACTIVE,2778.0
MCH8247,"Pandya, Muni and Hora",4814.0,TELECOM,PARTNERSHIP,Lucknow,Uttar Pradesh,2024-10-24 08:45:00,ACTIVE,1396.47
MCH8253,Dutt-Narain,5411.0,GROCERY STORES,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-04-15 01:54:00,ACTIVE,1104.19
MCH8255,"Yadav, Goyal and Sem",5699.0,APPAREL,INDIVIDUAL,Jalandhar,Punjab,2023-11-02 00:00:00,ACTIVE,2733.83
MCH8259,Lall Group,5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-04-13 00:00:00,ACTIVE,2667.52
MCH8261,"Sridhar, Manda and Arora",5812.0,FOOD & DINING,SOLE_PROPRIETOR,Jaipur,Rajasthan,2023-02-12 15:30:00,SUSPENDED,8032.44
MCH8262,Sanghvi Ltd,5411.0,GROCERY,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-06-10 00:00:00,ACTIVE,4676.0
MCH8263,"Gara, Kar and Raval",5699.0,APPAREL,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-07-21 16:32:17,ACTIVE,1443.08
MCH8264,"Hayer, Pant and Suresh",4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Jpr,Rajasthan,2025-03-01 00:00:00,ACTIVE,2906.17
MCH8268,Krishnamurthy-Chopra,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-09-13 00:00:00,ACTIVE,1218.95
MCH8271,Konda-Bawa,5699.0,APPAREL,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2023-10-05 00:57:38,ACTIVE,1087.99
MCH8272,  Bava and Sons  ,,DEPARTMENT STORE,SOLE_PROPRIETOR,Bangalore,Karnataka,2024-08-08 15:02:00,ACTIVE,-946.17
MCH8276,"Kakar, Handa and Sachdeva",5812.0,EATING PLACE,SOLE_PROPRIETOR,Mumbai,Maharashtra,2025-09-23 00:00:00,ACTIVE,2410.37
MCH8277,"Patil, Goyal and Sarin",5912.0,PHARMACY,INDIVIDUAL,Asr,Punjab,2025-07-04 00:00:00,INACTIVE,1542.69
MCH8279,Lala PLC,5411.0,GROCERY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,,ACTIVE,416.0
MCH8281,Krishnan-Kuruvilla,7011.0,HOTEL & LODGING,INDIVIDUAL,Chennai,Tamil Nadu,2024-01-16 23:49:43,ACTIVE,-1408.93
MCH8283,Nagar Group,4814.0,TELECOM,PARTNERSHIP,Kolkata,West Bengal,2026-02-08 06:11:47,ACTIVE,1032.5
MCH8286,"Chadha, Chaudhari and Edwin",5912.0,PHARMACY,PRIVATE_LIMITED,Hyderabad,Telangana,2023-08-09 00:00:00,ACTIVE,1828.46
MCH8288,Kakar-Sood,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Blr,Karnataka,2024-05-04 00:00:00,ACTIVE,1556.66
MCH8289,"Ch0udhury, Chakrabarti and Kha1sa",4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-06-10 00:00:00,ACTIVE,954.52
MCH8291,walia inc,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Ludhiana,Punjab,2023-04-01 19:11:00,ACTIVE,1898.37
MCH8295,MAMMEN LLC,5999.0,OTHER,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-11-04 00:00:00,ACTIVE,1554.58
MCH8296,GARA INC,5411.0,GROCERY,PARTNERSHIP,Jalandhar,Punjab,2025-07-16 16:55:50,ACTIVE,
MCH8297,Ghose PLC,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Kolkata,West Bengal,2024-12-02 00:00:00,ACTIVE,1408.64
MCH8299,Garde PLC,5812.0,FOOD & DINING,PARTNERSHIP,Jaipur,Rajasthan,2023-01-06 00:00:00,ACTIVE,1496.13
MCH8306,Magar-Gaba,4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Delhi,Delhi,2025-11-22 00:00:00,INACTIVE,840.15
MCH8308,Thakkar PLC,,HOTEL & LODGING,SOLE_PROPRIETOR,Mumbai,Maharashtra,2023-06-06 21:51:00,ACTIVE,1612.0
MCH8310,Chakraborty Ltd,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,New Delhi,Delhi,2026-01-02 00:00:00,ACTIVE,1287.03
MCH8312,"Ramanathan, Andra and Sarma",5912.0,PHARMACY,PARTNERSHIP,Lucknow,Uttar Pradesh,2023-02-20 00:00:00,ACTIVE,-1966.71
MCH8314,Chawla-Mander,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Kolkata,West Bengal,2024-09-07 00:00:00,ACTIVE,93.33
MCH8316,  Bakshi-Rout  ,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Dilli,Delhi,2024-11-10 02:40:36,ACTIVE,618.0
MCH8324,Golla-Chaudhuri,7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Jalandhar,Punjab,2025-04-06 00:00:00,ACTIVE,
MCH8325,"Kaul, Bumb and Bal",5411.0,GROCERY,SOLE_PROPRIETOR,Asr,Punjab,2025-03-19 00:00:00,INACTIVE,183.98
MCH8326,"Bassi, Lalla and Sastry",5411.0,GROCERY,INDIVIDUAL,Amritsar,Punjab,2025-12-30 00:00:00,ACTIVE,1031.0
MCH8327,Men0n Ltd,,OTHER,INDIVIDUAL,Bengaluru,Karnataka,2023-06-18 18:05:34,INACTIVE,1670.04
MCH8328,Raman-Dass,,GROCERY,PARTNERSHIP,Jalandhar,Punjab,2024-09-29 00:00:00,ACTIVE,2484.83
MCH8329,"Halder, Panchal and Pandit",,RETAIL OTHER,INDIVIDUAL,Lucknow,Uttar Pradesh,2025-10-07 00:00:00,ACTIVE,422.0
MCH8330,trivedi-shan,,FOOD & DINING,PARTNERSHIP,Hyderabad,Telangana,2024-05-11 18:16:00,ACTIVE,4115.86
MCH8331,Yogi Inc,5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Blr,Karnataka,2025-05-07 00:00:00,INACTIVE,1372.86
MCH8332,"Sethi, Buch and Sachdeva",7011.0,HOTEL & LODGING,INDIVIDUAL,Hyderabad,Telangana,2025-05-04 00:00:00,ACTIVE,1666.61
MCH8334,"Rai,BandiandJayaraman",,TRANSPORT & TRAVEL,PARTNERSHIP,Kolkata,West Bengal,2024-08-17 14:07:20,ACTIVE,3117.64
MCH8335,Bhatti-Keer,,RETAIL,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-06-03 00:00:00,INACTIVE,1335.83
MCH8337,padmanabhan-nanda,5999.0,MISC RETAIL,INDIVIDUAL,Blr,Karnataka,2024-08-20 08:14:01,ACTIVE,694.67
MCH8338,Basu Ltd,5812.0,FOOD & DINING,PRIVATE_LIMITED,Pune,Maharashtra,2025-06-21 00:00:00,ACTIVE,279.5
MCH8341,TARA-BEN,5311.0,RETAIL,INDIVIDUAL,Kolkata,West Bengal,2023-06-26 00:00:00,ACTIVE,1137.47
MCH8344,  Purohit-Ravi  ,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Pune,Maharashtra,2023-09-04 21:29:50,ACTIVE,337.58
MCH8345,"Srinivas, Bali and Bhatt",7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Jalandhar,Punjab,2023-02-08 02:01:40,INACTIVE,1909.16
MCH8346,Sane-Ben,599.0,MISC RETAIL,PRIVATE_LIMITED,Kolkata,West Bengal,2024-04-03 00:00:00,ACTIVE,2955.96
MCH8352,Tailor and Sons,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-06-11 00:00:00,ACTIVE,1393.59
MCH8355,Chacko-D’Alia,5311.0,DEPARTMENT STORES,PRIVATE_LIMITED,Bangalore,Karnataka,2024-08-14 00:00:00,INACTIVE,413.17
MCH8358,Sarna-Singh,5699.0,APPAREL,SOLE_PROPRIETOR,Asr,Punjab,2025-12-16 19:12:00,SUSPENDED,1645.07
MCH8363,Salvi Group,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-11-20 00:00:00,ACTIVE,833.32
MCH8364,KataPLC,5912.0,PHARMACY,INDIVIDUAL,Mumbai,Maharashtra,2023-11-21 12:44:00,ACTIVE,753.31
MCH8365,Som-Dhar,5999.0,MISC RETAIL,INDIVIDUAL,Pune,Maharashtra,2025-08-30 00:00:00,ACTIVE,269.48
MCH8369,Samra-Radhakrishnan,5699.0,APPAREL,SOLE_PROPRIETOR,Bengaluru,Karnataka,2024-03-18 13:50:00,ACTIVE,2175.82
MCH8370,Tandon-Khosla,4131.0,TRANSPORT & TRAVEL,PARTNERSHIP,Hyderabad,Telangana,2024-09-15 22:48:07,ACTIVE,574.0
MCH8372,BanerjeeLtd,5912.0,PHARMACY,INDIVIDUAL,Hyderabad,Telangana,2023-10-26 00:00:00,ACTIVE,4531.0
MCH8374,"KOHLI, CHAKRABORTY AND WALI",5942.0,BOOKS & STATIONERY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-02-16 16:31:03,ACTIVE,838.62
MCH8377,"garde, varty and vyas",4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Mumbai,Maharashtra,2025-08-01 20:50:41,ACTIVE,1200.23
MCH8379,  Deep Group  ,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Kolkata,West Bengal,2026-01-29 00:00:00,SUSPENDED,469.0
MCH8380,Gola-Bal,4814.0,TELECOM,INDIVIDUAL,Hyderabad,Telangana,2025-10-14 05:29:06,ACTIVE,-3345.73
MCH8384,"  Tella, Batra and Baral  ",5311.0,DEPARTMENT STORES,INDIVIDUAL,Jalandhar,Punjab,2023-08-04 00:00:00,ACTIVE,
MCH8385,Thaker-Hegde,5812.0,EATING PLACE,PARTNERSHIP,Amritsar,Punjab,2024-05-14 00:00:00,ACTIVE,2913.48
MCH8389,Thaman Group,,FOOD & DINING,INDIVIDUAL,Mumbai,Maharashtra,2024-02-17 16:36:00,INACTIVE,1716.78
MCH8390,"Thakkar, Babu and Nagi",4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Hyderabad,Telangana,2024-03-25 00:00:00,ACTIVE,2159.57
MCH8391,Talwar-Bhasin,,APPAREL,INDIVIDUAL,Ludhiana,Punjab,2025-10-21 00:00:00,ACTIVE,2052.0
MCH8393,Salvi LLC,7011.0,HOTEL & LODGING,PARTNERSHIP,Jalandhar,Punjab,2024-10-18 00:00:00,ACTIVE,1230.0
MCH8399,"La11a, Wadhwa and Bhardwaj",,FOOD & DINING,PRIVATE_LIMITED,Kolkata,West Bengal,2025-09-05 20:30:25,ACTIVE,1773.81
MCH8400,Banerjee Inc,5812.0,FOOD & DINING,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,,ACTIVE,
MCH8401,  Pandey PLC  ,,HOTEL & LODGING,PARTNERSHIP,Chennai,Tamil Nadu,2025-09-09 00:00:00,INACTIVE,625.0
MCH8405,Roy Ltd,,APPAREL,PRIVATE_LIMITED,Kolkata,West Bengal,2023-02-13 22:05:26,INACTIVE,1147.53
MCH8407,Dey Group,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Lucknow,Uttar Pradesh,2024-07-10 00:00:00,ACTIVE,2726.27
MCH8409,"Dua, Naidu and Agate",4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Mumbay,Maharashtra,2024-09-05 14:57:07,ACTIVE,1474.83
MCH8410,Kade LLC,5411.0,GROCERY STORES,PARTNERSHIP,Lucknow,Uttar Pradesh,2024-11-08 00:00:00,ACTIVE,893.08
MCH8411,Chopra Group,,EATING PLACE,PRIVATE_LIMITED,Jalandhar,Punjab,2023-01-01 00:00:00,INACTIVE,1067.4
MCH8412,Sachdeva-Mutti,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Bengaluru,Karnataka,2023-03-01 00:00:00,ACTIVE,2327.41
MCH8413,"Mammen,ParmerandChandra",4814.0,TELECOM,SOLE_PROPRIETOR,Bangalore,Karnataka,2024-03-19 00:00:00,ACTIVE,-393.94
MCH8416,"Bal, Kant and Gola",5411.0,GROCERY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-03-31 00:00:00,ACTIVE,5069.39
MCH8417,Bhalla-Batta,5311.0,DEPARTMENT STORE,PARTNERSHIP,Bengaluru,Karnataka,2025-07-07 16:05:00,ACTIVE,544.37
MCH8418,Jaggi Inc,701.0,HOTEL & LODGING,INDIVIDUAL,Pune,Maharashtra,2023-01-12 00:00:00,INACTIVE,-1654.02
MCH8419,Nigam Inc,4814.0,TELECOM,SOLE_PROPRIETOR,Asr,Punjab,2025-10-01 08:52:00,ACTIVE,462.51
MCH8421,"KANNAN, NATH AND KALA",4131.0,TRANSPORT & TRAVEL,PRIVATE_LIMITED,Asr,Punjab,2024-01-31 00:00:00,SUSPENDED,612.51
MCH8422,Kakar-Bera,5699.0,APPAREL,SOLE_PROPRIETOR,Amritsar,Punjab,2025-10-03 00:00:00,ACTIVE,661.76
MCH8423,Balasubramanian and Sons,541.0,GROCERY,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-01-26 00:00:00,ACTIVE,1838.16
MCH8425,"Bhatnagar,ComarandHans",7011.0,HOTEL & LODGING,INDIVIDUAL,Jalandhar,Punjab,2025-12-06 00:00:00,ACTIVE,637.53
MCH8427,Lad-Vora,5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Jalandhar,Punjab,2025-03-30 00:00:00,SUSPENDED,815.94
MCH8428,"  Keer, Batra and Kapadia  ",7011.0,HOTEL & LODGING,PARTNERSHIP,Jalandhar,Punjab,2024-08-19 14:22:51,ACTIVE,2475.47
MCH8431,Bala Group,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Ludhiana,Punjab,2025-05-02 00:00:00,ACTIVE,964.23
MCH8432,Lad Inc,5942.0,BOOK STORE,PRIVATE_LIMITED,Dilli,Delhi,2024-10-07 00:00:00,ACTIVE,394.7
MCH8433,"Gill, Taneja and Bhardwaj",541.0,GROCERY,INDIVIDUAL,Lucknow,Uttar Pradesh,2023-05-12 00:00:00,SUSPENDED,5465.01
MCH8435,Bajwa-Sandhu,5699.0,APPAREL,INDIVIDUAL,Jaipur,Rajasthan,2024-08-11 00:00:00,ACTIVE,-5825.04
MCH8436,"  Seshadri, Minhas and Subramanian  ",4814.0,TELECOM,INDIVIDUAL,Delhi,Delhi,2025-12-21 00:00:00,ACTIVE,1427.93
MCH8437,  Sinha LLC  ,7011.0,HOTEL & LODGING,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-12-04 08:30:12,INACTIVE,761.27
MCH8439,Bala and Sons,5912.0,PHARMACY,INDIVIDUAL,Jalandhar,Punjab,2024-09-14 00:00:00,ACTIVE,1591.75
MCH8440,"Chacko, Natarajan and Menon",5999.0,OTHER,INDIVIDUAL,Mumbai,Maharashtra,2025-01-19 00:00:00,ACTIVE,775.41
MCH8445,CHAND INC,5999.0,OTHER,PARTNERSHIP,Jpr,Rajasthan,2025-12-27 10:31:00,ACTIVE,2873.41
MCH8446,Kuruvi11a Gr0up,5999.0,OTHER,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-07-07 00:00:00,ACTIVE,979.24
MCH8448,"Roy, Parekh and Ratti",7011.0,HOTEL & LODGING,PRIVATE_LIMITED,Jaipur,Rajasthan,2024-07-25 22:15:50,ACTIVE,364.74
MCH8449,Mani-Ramachandran,5912.0,PHARMACY,PARTNERSHIP,Delhi,Delhi,2024-12-27 07:20:47,ACTIVE,461.73
MCH8450,Singhal LLC,,OTHER,PRIVATE_LIMITED,Jpr,Rajasthan,2023-07-18 00:00:00,ACTIVE,2472.47
MCH8451,"KALA, PRADHAN AND HAYRE",5812.0,FOOD & DINING,PARTNERSHIP,Hyderabad,Telangana,2024-06-14 00:00:00,ACTIVE,1874.56
MCH8453,"Jaggi, Saxena and Ratta",5411.0,GROCERY,PARTNERSHIP,Amritsar,Punjab,2023-11-19 00:00:00,ACTIVE,599.17
MCH8455,Chauhan-Raju,5311.0,DEPARTMENT STORE,PRIVATE_LIMITED,Pune,Maharashtra,2023-03-29 00:00:00,ACTIVE,1832.78
MCH8456,Srinivasan and Sons,5411.0,GROCERY,INDIVIDUAL,Jalandhar,Punjab,2023-04-03 13:45:00,ACTIVE,3454.0
MCH8460,Luthra PLC,,DEPARTMENT STORE,PRIVATE_LIMITED,Jpr,Rajasthan,2023-03-10 19:52:37,ACTIVE,2927.81
MCH8464,"Kapadia, Sarin and Bhargava",5411.0,GROCERY,SOLE_PROPRIETOR,Ludhiana,Punjab,2024-07-19 17:44:00,ACTIVE,1536.1
MCH8466,dani plc,5999.0,RETAIL OTHER,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2024-11-20 00:00:00,ACTIVE,1946.42
MCH8467,  Gara-Sarkar  ,5912.0,PHARMACY,INDIVIDUAL,Pune,Maharashtra,2025-03-12 17:00:00,ACTIVE,826.0
MCH8470,Munshi-Reddy,,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Pune,Maharashtra,2025-12-29 00:00:00,ACTIVE,1203.0
MCH8472,Guha-Sandhu,4814.0,TELECOM,PARTNERSHIP,Amritsar,Punjab,,ACTIVE,1828.57
MCH8473,"Tella, Dara and Krish",4814.0,TELECOM,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-06-21 06:51:14,ACTIVE,320.84
MCH8475,"Karpe, Iyer and Gole",5942.0,BOOKS & STATIONERY,PRIVATE_LIMITED,Bengaluru,Karnataka,2025-04-20 00:00:00,ACTIVE,2426.04
MCH8480,Doshi-Sarin,4131.0,TRANSPORT & TRAVEL,INDIVIDUAL,Pune,Maharashtra,2023-07-02 00:00:00,ACTIVE,-1310.85
MCH8481,"Dixit,GeraandGara",4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Jpr,Rajasthan,,ACTIVE,1730.88
MCH8484,"Grover, Swamy and Johal",5912.0,PHARMACY,PRIVATE_LIMITED,Kolkata,West Bengal,2023-08-17 22:00:16,SUSPENDED,1273.08
MCH8489,Mand and Sons,7011.0,HOTEL & LODGING,INDIVIDUAL,Pune,Maharashtra,2025-08-24 00:00:00,ACTIVE,2744.11
MCH8490,SEKHON-CHADHA,569.0,APPAREL,SOLE_PROPRIETOR,Dilli,Delhi,2024-06-28 00:00:00,INACTIVE,-694.05
MCH8492,Narayan Gr0up,4814.0,TELECOM,INDIVIDUAL,Kolkata,West Bengal,,INACTIVE,
MCH8493,BUCH INC,5912.0,PHARMACY,INDIVIDUAL,Chennai,Tamil Nadu,2025-01-17 02:45:11,ACTIVE,2394.24
MCH8496,Sandhu PLC,5942.0,BOOK STORE,PARTNERSHIP,Hyderabad,Telangana,2025-10-01 19:16:00,INACTIVE,
MCH8497,"Pandey, Dutta and Thakkar",5812.0,EATING PLACE,PRIVATE_LIMITED,New Delhi,Delhi,2025-09-18 03:34:00,ACTIVE,802.0
MCH8501,Koshy-Mukherjee,7011.0,HOTEL & LODGING,PARTNERSHIP,Hyderabad,Telangana,2023-08-21 00:00:00,ACTIVE,3180.8
MCH8504,Kohli PLC,5411.0,GROCERY,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-05-05 19:30:15,ACTIVE,977.26
MCH8505,Kamdar-Ghosh,5942.0,BOOK STORE,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-08-02 00:00:00,ACTIVE,517.98
MCH8506,"HANDA, SAHNI AND SAWHNEY",4814.0,TELECOM,PARTNERSHIP,Hyderabad,Telangana,2026-01-12 00:00:00,ACTIVE,339.0
MCH8508,"Iyengar,GillandTella",5999.0,OTHER,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-12-12 06:59:00,ACTIVE,1985.47
MCH8509,merchant-kalita,5411.0,GROCERY,PRIVATE_LIMITED,Hyderabad,Telangana,2025-02-11 00:00:00,ACTIVE,329.11
MCH8511,Bhattacharyya LLC,4131.0,TRANSPORT & TRAVEL,SOLE_PROPRIETOR,Kolkata,West Bengal,2025-09-13 17:14:01,ACTIVE,1377.4
